🏥 MEDICAL STREAM — Complete A to Z Career Guide (12th Biology → All Paths),,,,,,,,
Covers: Pure Medicine • Dental • Ayush • Nursing • Allied Health • Pharmacy • Paramedical • Research • Zoology/Botany/Life Sciences • Public Health • Vet • Defence,,,,,,,,
🩺 SECTION 1 — PURE MEDICINE | NEET-UG Required,,,,,,,,
LLB 3yr (after graduation),Law,3 yrs,DU LLB / State Bar CET,50–65% grad + entrance,₹10K–40K,₹50K–2L,₹30K–3L,80%
LLM (Master of Law),Law PG,1–2 yrs,State / University,LLB + merit,₹10K–40K,₹50K–1.5L,₹50K–3L,82%
Corporate Law / Tax Law Specialisation,Law + Commerce,After LLB,Bar Council / Specialisation,LLB + experience,N/A,N/A,₹80K–10L+ (top firms),88%
"SECTION 7 — DIGITAL, MARKETING & ENTREPRENEURSHIP",,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
Digital Marketing (PG Diploma / MBA),Marketing,6 months–2 yrs,Institute entrance / Merit,Grad + aptitude,₹20K–80K,₹50K–2L,₹25K–1L,82%
E-Commerce Management,Commerce + Tech,1–2 yrs,Merit / Entrance,Grad + aptitude,₹20K–80K,₹50K–1.5L,₹25K–80K,80%
Entrepreneurship & Startup (PG),Entrepreneurship,1–2 yrs,Institute specific,Grad + interview,₹50K–2L,₹2L–8L,Variable,—
Supply Chain & Logistics Management,Operations,1–2 yrs PG,CAT / CMAT / Direct,Grad + merit,₹50K–1.5L,₹1L–4L,₹35K–1.2L,83%
Retail Management (MBA / PG),Retail,1–2 yrs,CAT / MAT / Direct,Grad + aptitude,₹50K–1.5L,₹1L–4L,₹30K–1L,80%
Hotel & Hospitality Management (BHM),Hospitality,3–4 yrs,NCHMCT JEE,60%+ in 12th + entrance,₹50K–1.5L,₹1L–4L,₹25K–80K,78%
SECTION 8 — GOVERNMENT EXAMS SPECIAL (Commerce Advantage),,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
CA Inter + CMA Inter (dual),Finance,3–4 yrs total,ICAI + ICMAI,Very high dedication,₹50K–90K total,N/A,₹50K–3L,90%
SEBI / IRDAI / PFRDA Officer Exams,Finance Regulator,6 months prep,SEBI / IRDAI / PFRDA Exam,Graduate + aptitude,₹0,N/A,₹50K–1L+,Govt Job
ESIC / EPFO (Employees Provident Fund),Social Security,6 months prep,SSC / UPSC EPFO Exam,Grad + merit,₹0,N/A,₹35K–70K,Govt Job
Income Tax Dept (Inspector / Officer),Taxation,SSC CGL / UPSC,SSC CGL Tier 1–4,Top 5–10% SSC,₹0,N/A,₹35K–65K,Govt Job
State Finance / Treasury Services,State Finance,State PCS / Dept Exam,State PCS / Direct,Grad + state exam,₹0,N/A,₹30K–70K,Govt Job
,,,,,,,,
,,,,,,,,
🔬 NON-MEDICAL SCIENCE STREAM — Complete A to Z Career Guide (12th PCM / PCB → All Paths),,,,,,,,
Covers: Engineering • Architecture • Pure Sciences • CS/AI/Data • Agriculture • Maritime • Aviation • Defence • Research & More,,,,,,,,
🏗️ SECTION 1 — ENGINEERING | JEE / State CETs,,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.Tech / B.E. – Computer Science Engineering,Engineering,4 yrs,JEE Main / JEE Advanced / State CET,JEE Adv: 90%ile+ (IIT) | JEE Main: 85%ile+ (NIT),₹80K–2.5L,₹1.5L–6L,₹50K–2.5L+,94%
B.Tech – AI & Machine Learning,Engineering,4 yrs,JEE Main / State CET,85%ile+ JEE Main / 75%+ 12th,₹1L–3L,₹2L–7L,₹60K–3L,93%
B.Tech – Data Science & Engineering,Engineering,4 yrs,JEE Main / State CET,80%ile+ JEE Main,₹1L–3L,₹2L–7L,₹55K–2.5L,92%
B.Tech – Electronics & Communication (ECE),Engineering,4 yrs,JEE Main / State CET,75%ile+ JEE Main (NIT) | State CET 65%+,₹80K–2L,₹1.5L–5L,₹40K–1.5L,88%
B.Tech – Mechanical Engineering,Engineering,4 yrs,JEE Main / State CET,70%ile+ JEE Main / State CET 60%+,₹80K–2L,₹1.5L–5L,₹35K–1.2L,85%
B.Tech – Civil Engineering,Engineering,4 yrs,JEE Main / State CET,65%ile+ JEE Main / 55%+ 12th,₹50K–1.5L,₹1.2L–4L,₹30K–1L,83%
B.Tech – Electrical Engineering,Engineering,4 yrs,JEE Main / State CET,70%ile+ JEE Main,₹80K–2L,₹1.5L–5L,₹35K–1.2L,86%
B.Tech – Chemical Engineering,Engineering,4 yrs,JEE Main / State CET,70%ile+ JEE Main,₹80K–2L,₹1.5L–5L,₹40K–1.5L,84%
B.Tech – Aerospace / Aeronautical Engineering,Engineering,4 yrs,JEE Main / JEE Adv / State,80%ile+ JEE Main,₹80K–2.5L,₹2L–6L,₹50K–2L,85%
B.Tech – Biotechnology Engineering,Engineering,4 yrs,JEE Main / State CET,65%ile+ JEE Main,₹80K–2L,₹1.5L–5L,₹30K–1L,78%
B.Tech – Environmental Engineering,Engineering,4 yrs,JEE Main / State CET,60%ile+,₹80K–2L,₹1.5L–4L,₹28K–90K,76%
B.Tech – Mining Engineering,Engineering,4 yrs,JEE Main / State CET,60%ile+,₹80K–2L,₹1.5L–4L,₹40K–1.5L,80%
B.Tech – Petroleum Engineering,Engineering,4 yrs,JEE Main / State CET,70%ile+,₹1L–2.5L,₹2L–6L,₹50K–2L,82%
B.Tech – Agricultural Engineering,Engineering,4 yrs,JEE Main / ICAR AIEEA,60%ile+ / 60%+ 12th,₹20K–80K,₹80K–2L,₹25K–80K,80%
B.Tech – Food Technology,Engineering,4 yrs,JEE Main / State CET,60%ile+,₹50K–1.5L,₹1L–3L,₹25K–70K,78%
B.Tech – Textile Engineering,Engineering,4 yrs,JEE Main / State CET,55%ile+,₹50K–1.5L,₹1L–3L,₹25K–65K,76%
B.Tech – Instrumentation Engineering,Engineering,4 yrs,JEE Main / State CET,65%ile+,₹80K–2L,₹1.5L–4L,₹30K–1L,80%
B.Tech – Robotics & Automation,Engineering,4 yrs,JEE Main / State CET,75%ile+,₹1L–3L,₹2L–6L,₹50K–2L,88%
M.Tech / M.E. (Post Graduate Engineering),PG Engineering,2 yrs,GATE,GATE score 500+ (top IIT/NIT),₹0–50K,₹50K–2L,₹60K–2.5L,90%
Ph.D Engineering (IIT/NIT/IIIT),Research,4–6 yrs,GATE + Interview,GATE + institute interview,Stipend ₹31K–37K/mo,N/A,₹70K–2.5L (academia/R&D),88%
🏛️ SECTION 2 — ARCHITECTURE & DESIGN,,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.Arch (Bachelor of Architecture),Architecture,5 yrs,JEE Main Paper 2 / NATA,JEE Main Paper 2: 70%ile+ | NATA: 80+/200,₹50K–2L,₹1.5L–5L,₹30K–1.2L,80%
M.Arch (Master of Architecture),PG Architecture,2 yrs,GATE (AR) / State,B.Arch + GATE / merit,₹20K–60K,₹80K–2L,₹50K–1.5L,82%
B.Des (Bachelor of Design – Product/UX/Industrial),Design,4 yrs,UCEED / NID DAT / CEED,UCEED merit | NID DAT: top 10%,₹1L–2.5L,₹2L–8L,₹40K–1.5L,82%
B.Des – Interior Design,Design,4 yrs,NATA / State CET / NID,NATA 80+,₹50K–2L,₹1.5L–5L,₹25K–80K,76%
B.Des – Fashion Design,Design,4 yrs,NID DAT / NIFT / Pearl,NIFT merit,₹50K–2L,₹2L–6L,₹25K–80K,75%
Diploma in Architecture (Lateral),Architecture,3 yrs,Polytechnic / State,50%+ in 12th,₹10K–40K,₹40K–1L,₹20K–50K,72%
🖥️ SECTION 3 — PURE COMPUTER SCIENCE & IT,,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.Sc Computer Science,CS,3 yrs,Merit / CUET / State,60–75% in 12th,₹5K–25K,₹40K–1.5L,₹25K–80K,80%
BCA (Bachelor of Computer Applications),IT,3 yrs,Merit / State CET / CUET,50–65% in 12th,₹5K–25K,₹40K–1.2L,₹20K–60K,78%
B.Sc Data Science,Data Science,3 yrs,Merit / CUET,60–75%,₹10K–40K,₹60K–2L,₹30K–1L,82%
B.Sc Artificial Intelligence,AI,3 yrs,Merit / CUET,65–75%,₹10K–40K,₹80K–2L,₹35K–1.2L,83%
B.Sc Cybersecurity,Cybersecurity,3 yrs,Merit / State,60–75%,₹10K–35K,₹60K–1.5L,₹30K–1L,85%
MCA (Master of Computer Applications),IT,3 yrs,NIMCET / State CET,BCA/BSc Maths + 55%+,₹10K–40K,₹60K–1.5L,₹35K–1.2L,84%
M.Sc Computer Science,CS,2 yrs,State CET / University,B.Sc CS + 55%+,₹10K–40K,₹60K–1.5L,₹40K–1.5L,83%
M.Sc Data Science / AI / ML,Data Science,2 yrs,IIT JAM / CUET PG / State,B.Sc + 60%+,₹10K–50K,₹80K–3L,₹50K–2L,88%
"⚛️ SECTION 4 — PURE SCIENCES (Physics, Chemistry, Maths)",,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.Sc Physics,Pure Science,3 yrs,Merit / CUET / IIT JAM,60–75% in 12th,₹3K–20K,₹20K–80K,₹20K–55K,65%
B.Sc Chemistry,Pure Science,3 yrs,Merit / CUET,60–75%,₹3K–20K,₹20K–80K,₹20K–50K,63%
B.Sc Mathematics,Pure Science,3 yrs,Merit / CUET,65–80%,₹3K–20K,₹20K–80K,₹22K–60K,68%
B.Sc Statistics,Statistics,3 yrs,Merit / CUET,65–80%,₹3K–20K,₹25K–80K,₹25K–70K,72%
B.Sc Electronics,Electronics,3 yrs,Merit / CUET,60–75%,₹5K–25K,₹25K–80K,₹20K–55K,68%
Integrated B.Sc–M.Sc (5 yr) – IIT / IISER,Science,5 yrs,IIT JAM / IISER Aptitude / KVPY,IISER: top 1–5% / KVPY SX,₹30K–80K,₹2L–5L,₹40K–1.5L (research),78%
M.Sc Physics / Chemistry / Maths,PG Science,2 yrs,IIT JAM / CUET PG / State,JAM: merit | CUET PG merit,₹5K–30K,₹30K–1L,₹30K–1L,70%
Ph.D Pure Sciences (IIT/IISc/IISER),Research,4–6 yrs,CSIR-NET / GATE / JAM,NET JRF / GATE 700+,Stipend ₹31K–37K/mo,N/A,₹50K–2L (post-PhD),80%
Integrated Ph.D – IISc / IISERs,Research,5 yrs,IISER IAT / IISc JEST/GATE,Merit + interview,Stipend ₹25K–37K/mo,N/A,₹60K–2L,82%
🌾 SECTION 5 — AGRICULTURE & ALLIED SCIENCES,,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.Sc (Hons) Agriculture,Agriculture,4 yrs,ICAR AIEEA / State Agri CET,60%+ in 12th PCB/PCM,₹10K–40K,₹60K–2L,₹25K–70K,82%
B.Sc Horticulture,Horticulture,4 yrs,ICAR AIEEA / State,60%+,₹10K–35K,₹50K–1.5L,₹22K–60K,80%
B.Sc Forestry,Forestry,4 yrs,State / ICAR,60%+,₹10K–35K,₹50K–1.5L,₹22K–55K,78%
B.F.Sc (Fishery Science),Fisheries,4 yrs,ICAR AIEEA,60%+,₹10K–35K,₹50K–1.5L,₹22K–55K,76%
B.Sc Sericulture,Agriculture,3 yrs,State Merit,55%+,₹5K–20K,₹20K–50K,₹18K–40K,70%
M.Sc Agriculture / Horticulture / Forestry,PG Agriculture,2 yrs,ICAR PG / State CET,B.Sc + merit,₹10K–40K,₹60K–1.5L,₹35K–1L,82%
Ph.D Agriculture (IARI/State Agri Univ),Research,3–5 yrs,ICAR JRF / ASRB NET,M.Sc + NET/JRF,Stipend ₹25K–35K,N/A,₹50K–1.5L,85%
MBA Agribusiness,Management,2 yrs after grad,ICAR AIEEA PG / State,Grad + entrance,₹30K–1L,₹1L–4L,₹40K–1.5L,85%
⚓ SECTION 6 — MARITIME & MERCHANT NAVY,,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.Sc Nautical Science (Merchant Navy),Maritime,3 yrs,IMU CET,60%+ in 12th PCM | English 60%,₹2L–4L,₹3L–7L,₹1.5L–6L (onboard),90%
B.E. Marine Engineering,Maritime,4 yrs,IMU CET / JEE,70%+ in 12th PCM,₹2L–4L,₹3L–8L,₹1.5L–8L (onboard),88%
Diploma in Nautical Science (DNS) + CoC,Maritime,1 yr + sailing,IMU CET / State,60%+ 12th PCM,₹2L–4L,₹3L–7L,₹1.5L–6L,88%
B.Sc Marine Engineering,Maritime,3 yrs,IMU CET,60%+ PCM,₹1.5L–3L,₹2.5L–6L,₹1.2L–5L,86%
Diploma in Shipping (Port & Cargo Management),Shipping,1–2 yrs,Merit / Institute,50%+ 12th,₹20K–60K,₹50K–1.5L,₹25K–70K,78%
✈️ SECTION 7 — AVIATION & AEROSPACE,,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
Commercial Pilot Licence (CPL),Aviation,18–24 months,DGCA Written + Medical,Class 1 Medical + Aptitude,₹25L–50L (total),₹30L–60L (total),₹1.5L–6L+,80%
B.Sc Aviation,Aviation,3 yrs,Merit / CUET / State,60%+ in 12th PCM,₹80K–2L,₹2L–6L,₹30K–1L,75%
Airport Management & Operations,Airport Ops,3 yrs,Merit / DGCA,55%+ 12th,₹50K–1.5L,₹1L–3L,₹25K–70K,78%
B.Sc Aerospace Science,Aerospace,3 yrs,Merit / University,60–70%,₹20K–60K,₹80K–2L,₹25K–70K,72%
Aircraft Maintenance Engineer (AME),AME,2 yrs + licence,DGCA AME Exam,50%+ 12th PCM | DGCA exam,₹1.5L–3L,₹2L–5L,₹40K–1.5L,85%
🎖️ SECTION 8 — DEFENCE & PARAMILITARY,,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
NDA (National Defence Academy) – Army/Navy/Air,Defence,3 yrs,UPSC NDA Exam + SSB,NDA: 340–360+/900 + SSB,Fully Funded,N/A,₹56K–1.7L (Lt to Col+),100%
Indian Military Academy (IMA) — after graduation,Army,1 yr,UPSC CDS + SSB,Graduation + CDS merit + SSB,Fully Funded,N/A,₹56K–1.7L,100%
Indian Naval Academy — post-graduation,Navy,1 yr,UPSC CDS / NDA,Graduation + CDS + SSB,Fully Funded,N/A,₹56K–1.7L,100%
Air Force Common Admission Test (AFCAT),Air Force,1 yr,AFCAT + SSB,Graduation + AFCAT score,Fully Funded,N/A,₹56K–1.7L,100%
B.Tech Army Institute of Technology (AIT),Army Tech,4 yrs,JEE Main + SSB,JEE Main + Army selection,Fully Funded,N/A,₹56K–1.7L,100%
SSB / Territorial Army (Post Graduation),Paramilitary,—,SSB / CAPF AC Exam,Graduation + exam,N/A,N/A,₹44K–1.4L,100%
CAPF Assistant Commandant (BSF/CRPF/CISF etc),Paramilitary,—,UPSC CAPF AC Exam,Graduation + UPSC exam,N/A,N/A,₹44K–1.4L,100%
📐 SECTION 9 — MATHEMATICS & ACTUARIAL / STATISTICS,,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.Sc Actuarial Science,Actuarial,3 yrs,Merit / IAI / University,75%+ in 12th PCM,₹10K–40K,₹1L–4L,₹60K–3L+,88%
B.Stat (ISI Kolkata) / B.Math (ISI),Statistics,3 yrs,ISI Admission Test,ISI: highly competitive,₹5K–20K,N/A,₹50K–2L,90%
M.Stat / M.Math (ISI),PG Statistics,2 yrs,ISI PG Exam,B.Stat/Maths + ISI exam,₹5K–20K,N/A,₹60K–2L+,90%
Actuarial Fellow (FIAI/FIA – Institute and Faculty),Actuarial,4–8 yrs (exams),IAI CT Exams (series),Pass progressive IAI/IFOA exams,Self-study / Exam fees,N/A,₹1.5L–8L+,95%
M.Sc Applied Mathematics / Statistics,PG Science,2 yrs,IIT JAM / CUET PG,JAM merit,₹5K–30K,₹30K–1L,₹30K–1.2L,72%
"🔭 SECTION 10 — RESEARCH, SPACE & EMERGING TECH",,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
ISRO Scientist (after B.Tech/M.Sc/Ph.D),Space Research,Post-grad,ISRO ICRB / GATE,GATE 800+ | ICRB merit,Govt pay ₹56K–1.7L,N/A,₹56K–1.7L (Scientist SC–SF),100% (Govt)
DRDO Scientist (SET Exam),Defence R&D,Post-grad,DRDO SET / GATE,SET merit + interview,Govt pay,N/A,₹56K–1.7L,100% (Govt)
B.Sc Nanotechnology,Emerging Tech,3 yrs,Merit / CUET,65–75%,₹10K–40K,₹60K–1.5L,₹25K–80K,72%
B.Sc Energy Science,Energy,3 yrs,Merit / University,60–70%,₹10K–35K,₹50K–1.2L,₹25K–70K,72%
M.Sc Astrophysics / Astronomy (TIFR/IIA),Astrophysics,2 yrs,TIFR GS / JEST / IIT JAM,JAM/JEST merit,Stipend ₹16K–37K,N/A,₹50K–1.5L,78%
Integrated M.Sc – Physics (IIT),Science,5 yrs,IIT JAM,JAM top merit,₹50K–1.5L,N/A,₹40K–1.5L,82%
📊 SECTION 11 — ECONOMICS & SOCIAL SCIENCES (from PCM/PCB),,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.Sc Economics (top DU / JNU colleges),Economics,3 yrs,CUET / DU Entrance,CUET 95%ile+ (DU),₹3K–20K,₹30K–1.2L,₹25K–80K,72%
B.A (Hons) Economics,Economics,3 yrs,CUET / Merit,CUET 90%ile+ (DU),₹3K–20K,₹30K–1.2L,₹25K–80K,72%
Integrated B.Sc–M.Sc Economics,Economics,5 yrs,Entrance / CUET,Merit,₹10K–40K,₹1L–3L,₹30K–1L,75%
,,,,,,,,
🎨 ARTS STREAM — Complete A to Z Career Guide (12th Arts → All Paths),,,,,,,,
Covers: Law • Journalism • Education • Social Work • Design • Civil Services • Economics • Psychology • History • Fine Arts & More,,,,,,,,
⚖️ SECTION 1 — LAW,,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
BA LLB (Integrated – 5 yr),Law,5 yrs,CLAT / AILET / LSAT India / State,CLAT: 90+ /120 (NLU top 5) | 75+ for other NLUs,₹80K–2L,₹1.5L–5L,₹30K–2L+,85%
B.Com LLB / B.Sc LLB (Integrated),Law,5 yrs,CLAT / AILET / State Law CET,CLAT 70+ | State CET 60%+,₹80K–2L,₹1.5L–4L,₹30K–1.5L,82%
LLB (3 yr after graduation),Law,3 yrs,CLAT PG / DU LLB / State,Graduation 45%+ / CLAT,₹20K–80K,₹80K–2L,₹25K–1.5L,80%
LLM (Master of Laws),PG Law,1–2 yrs,CLAT PG / DU LLM / State,LLB + 55%+,₹20K–60K,₹60K–1.5L,₹40K–2L,82%
Diploma in Cyber Law,Law Diploma,6 months–1 yr,Merit / Institution,LLB or Graduation,₹10K–30K,₹20K–60K,₹25K–80K,78%
Diploma in IPR (Intellectual Property Rights),Law Diploma,6 months–1 yr,Merit,Graduation,₹5K–20K,₹20K–50K,₹25K–80K,75%
Ph.D Law (Academia / Research),Research,3–5 yrs,UGC NET / University entrance,LLM + NET,₹5K–20K,₹30K–1L,₹40K–1.5L,78%
"📰 SECTION 2 — JOURNALISM, MEDIA & MASS COMMUNICATION",,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.A / B.Sc Mass Communication & Journalism,Journalism,3 yrs,IIMC Entrance / CUET / State,IIMC: highly competitive | CUET 80%ile+,₹10K–40K,₹80K–2.5L,₹20K–70K,75%
BA Journalism & Mass Communication (BJMC),Journalism,3 yrs,Merit / CUET / State,60–75% in 12th,₹5K–20K,₹40K–1.5L,₹18K–60K,72%
PG Diploma in Journalism (IIMC / AJKMCRC),PG Media,1 yr,IIMC Entrance,Graduation + competitive exam,₹20K–50K,₹80K–2L,₹25K–80K,80%
M.A Mass Communication,PG Media,2 yrs,IIMC / CUET PG / State,Graduation + entrance,₹10K–50K,₹60K–2L,₹30K–1L,78%
B.Sc Electronic Media / TV Production,Electronic Media,3 yrs,Merit / State CET,55–70%,₹10K–40K,₹60K–2L,₹20K–60K,70%
Certificate in Digital Marketing & Media,Digital Media,6 months–1 yr,Merit / Online,50%+ 12th,₹5K–20K,₹20K–60K,₹18K–55K,78%
"B.A Film, TV & Digital Media",Film Media,3 yrs,FTII / SRFTI / State,FTII entrance highly selective,₹10K–50K,₹1L–4L,₹20K–80K,70%
M.A Film Direction / Screenplay (FTII),PG Film,2 yrs,FTII Entrance Exam,Graduation + FTII exam (very competitive),₹30K–60K,₹2L–6L,₹30K–2L+,72%
📚 SECTION 3 — EDUCATION & TEACHING,,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.Ed (Bachelor of Education),Education,2 yrs after grad,State B.Ed CET / CUET,Graduation 50%+ | State CET merit,₹10K–40K,₹40K–1.2L,₹25K–60K,85%
Integrated B.A + B.Ed / B.Sc + B.Ed (4 yr),Education,4 yrs,State CET / CUET,60%+ in 12th,₹10K–40K,₹40K–1.2L,₹22K–55K,83%
D.El.Ed (Diploma in Elementary Education),Education,2 yrs,State Board / SCERT,50%+ in 12th,₹5K–15K,₹20K–50K,₹18K–35K,88%
M.Ed (Master of Education),PG Education,2 yrs,State CET / University,B.Ed + 55%,₹10K–40K,₹40K–1L,₹35K–80K,82%
Ph.D Education,Research,3–5 yrs,UGC NET / University,M.Ed + NET,₹5K–20K,₹30K–80K,₹45K–1.2L,78%
CTET / STET (Teaching Eligibility Test),Teaching Exam,Ongoing exam,CTET / STET,B.Ed + passing score,Exam fee only,N/A,₹30K–80K (Govt teacher),90% (if cleared)
B.P.Ed (Physical Education),Physical Ed,3 yrs,State CET / Merit,60%+ 12th + sports achievement,₹5K–20K,₹20K–60K,₹18K–40K,80%
M.P.Ed (Master Physical Education),PG Physical Ed,2 yrs,State CET,B.P.Ed + merit,₹5K–20K,₹25K–70K,₹25K–60K,78%
B.A / B.Sc Library Science (BLISc),Library,1 yr after grad,Merit / University,Graduation + merit,₹5K–15K,₹15K–40K,₹18K–40K,72%
M.LISc (Master Library & Information Science),Library PG,1–2 yrs,University / State,BLISc + merit,₹5K–20K,₹20K–60K,₹25K–55K,70%
🤝 SECTION 4 — SOCIAL WORK & DEVELOPMENT,,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.S.W (Bachelor of Social Work),Social Work,3 yrs,TISS / State CET / Merit,TISS: 80%ile+ / 12th 60%+,₹5K–20K,₹30K–1L,₹18K–45K,75%
M.S.W (Master of Social Work),PG Social Work,2 yrs,TISS NET / State CET,BSW/Graduation + entrance,₹10K–40K,₹40K–1.5L,₹25K–70K,80%
M.A Development Studies,Development,2 yrs,TISS / JNU / CUET PG,Graduation + competitive,₹10K–30K,₹50K–1.5L,₹25K–80K,72%
M.A Rural Development,Rural Dev,2 yrs,IGNOU / State CET,Graduation + merit,₹5K–20K,₹30K–80K,₹20K–55K,68%
PG Diploma in NGO Management,NGO Mgmt,1 yr,Merit / Institution,Graduation,₹10K–30K,₹20K–60K,₹18K–40K,70%
Certificate in Community Development,Community Dev,6 months–1 yr,Merit,12th + merit,₹3K–10K,₹10K–30K,₹15K–35K,65%
🏛️ SECTION 5 — HUMANITIES & SOCIAL SCIENCES,,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.A (Hons) English Literature,Humanities,3 yrs,CUET / DU / State Merit,CUET 90%ile+ (DU) | 60%+ others,₹3K–20K,₹20K–80K,₹18K–50K,65%
B.A (Hons) History,Humanities,3 yrs,CUET / Merit,CUET 85%ile+ | 12th 60%+,₹3K–15K,₹15K–60K,₹15K–45K,60%
B.A (Hons) Political Science,Humanities,3 yrs,CUET / Merit,CUET 85%ile+ | 60%+,₹3K–15K,₹15K–60K,₹15K–45K,62%
B.A (Hons) Sociology,Humanities,3 yrs,CUET / Merit,CUET 80%ile+ | 60%+,₹3K–15K,₹15K–60K,₹15K–45K,60%
B.A (Hons) Geography,Humanities,3 yrs,CUET / Merit,CUET 80%ile+ | 60%+,₹3K–15K,₹15K–60K,₹15K–45K,62%
B.A (Hons) Philosophy,Humanities,3 yrs,CUET / Merit,60%+,₹3K–15K,₹15K–60K,₹15K–40K,58%
B.A (Hons) Hindi / Sanskrit / Regional Language,Language,3 yrs,CUET / Merit,55–70%,₹3K–10K,₹10K–40K,₹15K–40K,60%
B.A (Hons) Economics,Economics,3 yrs,CUET / State CET,CUET 90%ile+ (DU) | 65%+ others,₹3K–20K,₹20K–80K,₹25K–80K,72%
B.A (Hons) Psychology,Psychology,3 yrs,CUET / Merit,CUET 85%ile+ | 60%+,₹3K–20K,₹20K–80K,₹20K–55K,68%
B.A (Hons) Anthropology,Humanities,3 yrs,CUET / Merit,60–70%,₹3K–15K,₹15K–60K,₹15K–45K,62%
M.A English / History / Pol. Sci. / Sociology,PG Humanities,2 yrs,CUET PG / State / JNU Entrance,Graduation 55%+ | JNU competitive,₹5K–25K,₹20K–80K,₹20K–60K,65%
M.A Economics,PG Economics,2 yrs,CUET PG / DSE / JNU,Graduation 60%+ | DSE/JNU competitive,₹5K–25K,₹30K–1L,₹30K–1L,70%
M.Phil / Ph.D Humanities & Social Sciences,Research,2–5 yrs,UGC NET / JNU / University,NET JRF or university entrance,₹5K–20K,₹30K–1L,₹40K–1.5L (academia),72%
B.A (Hons) International Relations,IR,3 yrs,CUET / JNU / Merit,CUET 85%ile+ | JNU competitive,₹5K–25K,₹30K–1L,₹25K–80K,68%
"🎨 SECTION 6 — FINE ARTS, VISUAL ARTS & PERFORMING ARTS",,,,,,,,
Career / Course,Category,Duration,Entrance Exam,Realistic Cutoff,Govt. Cost (₹/yr),Private Cost (₹/yr),Avg Monthly Salary,Employment Rate
B.F.A (Bachelor of Fine Arts) – Painting / Sculpture / Applied Arts,Fine Arts,4 yrs,BHU UET / State / NSD / Institution,60%+ 12th + portfolio,₹5K–25K,₹30K–1.5L,₹15K–60K,60%
B.A Music (Classical / Vocal / Instrumental),Performing Arts,3 yrs,Merit / Audition / CUET,Audition + 12th 50%+,₹3K–15K,₹15K–50K,₹15K–50K,58%
B.A Dance (Classical / Contemporary),Performing Arts,3 yrs,Audition / Merit,Audition-based,₹3K–15K,₹15K–50K,₹12K–45K,55%
B.A Theatre / Drama,Performing Arts,3 yrs,NSD / State / Audition,NSD highly competitive + audition,₹5K–20K,₹20K–60K,₹15K–50K,58%
